시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일,거래구분,중개사사무소
서울특별시 강동구 천호동,3**,단독,8m미만,249.97,175.5,202205,23,"212,000",1990,구천면로39길,,중개거래,"서울 강동구, 서울 동대문구"
서울특별시 강동구 천호동,5*,단독,8m미만,384.44,175.6,202206,29,"180,000",1989,천중로35가길,,중개거래,"서울 강동구, 서울 도봉구"
서울특별시 강동구 천호동,1**,단독,8m미만,249.6,181,202206,16,"110,000",1987,진황도로27다길,,중개거래,"서울 강동구, 서울 송파구"
서울특별시 강동구 천호동,2**,단독,8m미만,268.29,182,202207,18,"165,150",1988,구천면로46길,,중개거래,서울 강동구
서울특별시 강동구 천호동,2**,단독,12m미만,538.43,191,202205,6,"201,000",1989,구천면로34길,,중개거래,서울 강동구
서울특별시 강동구 천호동,3**,단독,12m미만,492.6,202.2,202205,23,"269,100",1989,천중로17길,,중개거래,"서울 강동구, 서울 동대문구"
서울특별시 강북구 미아동,2**,다가구,8m미만,45.18,49.3,202210,31,"13,500",2007,솔매로41길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,다가구,8m미만,105.83,66,202212,24,"26,000",2001,솔매로17길,,중개거래,서울 강북구
서울특별시 강북구 미아동,3**,다가구,8m미만,98.58,76,202211,17,"39,700",1993,솔샘로59가길,,중개거래,서울 강북구
서울특별시 강북구 미아동,3**,다가구,8m미만,144.3,76,202212,3,"46,000",1992,도봉로51길,,중개거래,서울 은평구
서울특별시 강북구 미아동,2**,다가구,8m미만,195.6,81.7,202211,2,"58,500",1994,솔매로35길,,중개거래,서울 강북구
서울특별시 강북구 미아동,2**,다가구,8m미만,195.6,81.7,202211,2,"58,500",1994,솔매로35길,20221128,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,다가구,8m미만,112.07,86,202209,20,"23,000",1991,솔매로17길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,다가구,8m미만,128.39,86,202212,16,"43,000",1992,삼양로38길,,중개거래,서울 강북구
서울특별시 강북구 미아동,8**,다가구,8m미만,129.48,88,202210,7,"43,500",2010,삼양로67길,,중개거래,서울 강북구
서울특별시 강북구 미아동,5*,다가구,8m미만,142.68,89,202301,10,"63,500",1998,도봉로10나길,,중개거래,서울 강북구
서울특별시 강북구 미아동,6**,다가구,8m미만,149.73,89,202207,15,"80,000",1994,삼양로20길,,중개거래,서울 성북구
서울특별시 강북구 미아동,8**,다가구,8m미만,147.84,99,202205,3,"48,000",1994,솔샘로,,중개거래,서울 강북구
서울특별시 강북구 미아동,1**,다가구,8m미만,199.29,103.5,202205,16,"78,500",1993,도봉로78길,,중개거래,"서울 강북구, 서울 동대문구"
서울특별시 강북구 미아동,3**,다가구,8m미만,168,104.1,202207,16,"70,000",1995,도봉로45길,,중개거래,서울 강북구
서울특별시 강북구 미아동,2**,다가구,8m미만,181.66,106.4,202209,24,"66,000",1994,솔매로39길,,중개거래,서울 강북구
서울특별시 강북구 미아동,3**,다가구,8m미만,209.09,110.1,202205,13,"53,000",1992,도봉로39길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,다가구,8m미만,167.97,119,202205,17,"79,900",1993,도봉로67다길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,다가구,8m미만,180.54,121,202301,20,"47,500",1983,솔샘로47나길,,중개거래,서울 강북구
서울특별시 강북구 미아동,1***,다가구,8m미만,118.62,132,202303,8,"101,500",1985,삼양로14길,,중개거래,서울 성북구
서울특별시 강북구 미아동,2**,다가구,8m미만,267,132.6,202207,4,"125,000",1990,도봉로59길,,중개거래,서울 강북구
서울특별시 강북구 미아동,2**,다가구,8m미만,267,132.6,202205,13,"125,000",1990,도봉로59길,20220701,중개거래,서울 강북구
서울특별시 강북구 미아동,5*,다가구,8m미만,261.3,155,202209,15,"84,000",1994,월계로7가길,,직거래,-
서울특별시 강북구 미아동,4*,다가구,8m미만,303,165,202207,18,"134,000",1994,월계로13길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,19.8,26,202206,14,"21,000",1985,삼양로74나길,,중개거래,서울 도봉구
서울특별시 강북구 미아동,7**,단독,8m미만,19.8,26,202206,14,"21,000",1985,삼양로74나길,20220707,중개거래,서울 도봉구
서울특별시 강북구 미아동,7**,단독,8m미만,27.54,40,202206,20,"23,000",1969,삼양로46길,,중개거래,서울 강북구
서울특별시 강북구 미아동,2**,단독,8m미만,18.96,40.09,202205,12,"24,000",1968,삼양로74길,,중개거래,서울 강북구
서울특별시 강북구 미아동,4*,단독,8m미만,42.31,43,202205,3,"71,500",1961,월계로,,직거래,-
서울특별시 강북구 미아동,7**,단독,12m미만,40.83,45,202205,26,"20,500",1985,인수봉로12길,,중개거래,서울 강북구
서울특별시 강북구 미아동,8**,단독,8m미만,39.64,53,202208,30,"23,000",1983,솔샘로43길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,28.36,59.68,202209,19,"27,000",1973,솔샘로,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,33.15,60,202206,20,"25,500",1985,인수봉로6길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,35.85,63,202209,17,"28,000",2014,삼양로63가길,,중개거래,서울 강북구
서울특별시 강북구 미아동,3**,단독,12m미만,132.7,73.1,202303,19,"51,000",1970,도봉로41길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,130.51,76,202304,13,"27,800",2006,솔매로,,중개거래,서울 강북구
서울특별시 강북구 미아동,3**,단독,8m미만,137.07,85.3,202212,12,"36,000",1992,도봉로23길,,직거래,-
서울특별시 강북구 미아동,1**,단독,8m미만,147.99,87.6,202302,22,"44,700",1992,솔매로50가길,,중개거래,서울 강북구
서울특별시 강북구 미아동,1**,단독,8m미만,100.26,93,202209,3,"45,000",1973,오현로,,중개거래,서울 강북구
서울특별시 강북구 미아동,1**,단독,8m미만,100.26,93,202207,27,"45,000",1973,오현로,20220903,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,57.53,96,202206,17,"29,800",1998,삼양로63길,,중개거래,서울 강북구
서울특별시 강북구 미아동,4**,단독,8m미만,66.61,98,202205,18,"81,000",1967,솔샘로64나길,,중개거래,서울 성북구
서울특별시 강북구 미아동,8**,단독,8m미만,80.37,99,202209,29,"43,000",1968,솔샘로,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,25m미만,126.28,99,202301,4,"85,000",1973,솔샘로,,중개거래,서울 동대문구
서울특별시 강북구 미아동,1**,단독,8m미만,99.86,101.2,202301,5,"93,000",1976,솔매로,,중개거래,서울 강북구
서울특별시 강북구 미아동,6**,단독,8m미만,78.09,102,202206,20,"55,000",1971,삼양로28길,,중개거래,서울 양천구
서울특별시 강북구 미아동,6**,단독,8m미만,140.54,102,202212,1,"70,000",1974,솔샘로60길,,중개거래,서울 강북구
서울특별시 강북구 미아동,1**,단독,8m미만,199.29,103.5,202302,17,"81,500",1993,도봉로78길,,중개거래,서울 강북구
서울특별시 강북구 미아동,1**,단독,8m미만,199.29,103.5,202302,17,"82,000",1993,도봉로78길,20230307,중개거래,서울 강북구
서울특별시 강북구 미아동,1**,단독,25m미만,95.8,103.8,202207,14,"122,368",1970,도봉로20가길,20230103,중개거래,서울 중랑구
서울특별시 강북구 미아동,4**,단독,8m미만,33.06,106,202303,20,"31,000",1972,솔샘로60나길,,중개거래,경기 시흥시
서울특별시 강북구 미아동,1**,단독,8m미만,93.82,107.8,202207,14,"85,503",1970,도봉로34길,20230103,중개거래,서울 중랑구
서울특별시 강북구 미아동,1**,단독,8m미만,75.9,108.4,202207,14,"79,469",1970,도봉로34길,20230103,중개거래,서울 중랑구
서울특별시 강북구 미아동,7**,단독,8m미만,99.6,109,202303,23,"25,500",1996,삼양로59가길,,직거래,-
서울특별시 강북구 미아동,1**,단독,8m미만,66.88,109.1,202207,14,"79,833",1969,도봉로34길,20230103,중개거래,서울 중랑구
서울특별시 강북구 미아동,4*,단독,8m미만,78.81,119,202205,17,"180,028",1967,도봉로4길,,직거래,-
서울특별시 강북구 미아동,3*,단독,8m미만,206.79,119,202206,15,"172,752",1989,월계로3길,,직거래,-
서울특별시 강북구 미아동,3**,단독,12m미만,277.5,121.7,202301,12,"75,000",1993,도봉로41길,,중개거래,서울 강북구
서울특별시 강북구 미아동,1**,단독,12m미만,254.07,128.9,202210,10,"100,000",1990,도봉로76길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,12m미만,172.17,129,202212,26,"45,000",1989,솔샘로47길,,직거래,-
서울특별시 강북구 미아동,2**,단독,8m미만,205.56,132.6,202207,4,"100,000",1993,도봉로57길,,중개거래,서울 강북구
서울특별시 강북구 미아동,2**,단독,8m미만,205.56,132.6,202205,13,"100,000",1993,도봉로57길,20220630,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,205.25,133,202302,14,"41,000",1988,삼양로57가길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,196.16,134,202206,2,"72,000",1967,삼양로47길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,131.24,135.3,202303,9,"83,000",1982,솔매로17길,,중개거래,서울 성북구
서울특별시 강북구 미아동,7**,단독,8m미만,135.2,135.34,202212,13,"70,000",1982,솔매로17길,,중개거래,서울 성북구
서울특별시 강북구 미아동,7**,단독,8m미만,123.64,135.36,202209,2,"60,500",1982,솔매로17길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,117.21,145,202209,6,"72,000",1958,솔매로17가길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,204.72,145,202301,31,"103,000",1983,삼양로39길,20230225,중개거래,서울 강북구
서울특별시 강북구 미아동,3**,단독,25m미만,399.66,146.1,202211,26,"127,000",1992,삼양로54길,,중개거래,서울 강북구
서울특별시 강북구 미아동,4**,단독,12m미만,199.84,155,202301,4,"140,000",1973,솔샘로68길,,직거래,-
서울특별시 강북구 미아동,2**,단독,12m미만,183.04,156,202205,25,"155,000",1970,솔매로45길,,중개거래,서울 강북구
서울특별시 강북구 미아동,1**,단독,25m미만,356.99,157.4,202209,3,"190,000",1970,도봉로20가길,20230103,중개거래,서울 강북구
서울특별시 강북구 미아동,1**,단독,25m미만,356.99,157.4,202209,3,"190,000",1970,도봉로20가길,,중개거래,서울 강북구
서울특별시 강북구 미아동,4*,단독,8m미만,93.65,159,202205,19,"233,000",1967,월계로5길,,직거래,-
서울특별시 강북구 미아동,3**,단독,8m미만,186.78,171.9,202303,22,"93,600",1973,솔샘로,,중개거래,서울 강북구
서울특별시 강북구 미아동,3**,단독,8m미만,265.9,203.1,202210,11,"135,000",1983,도봉로45길,,중개거래,서울 강북구
서울특별시 강북구 미아동,4**,단독,8m미만,163,212,202302,25,"90,000",1974,솔샘로60길,,중개거래,서울 서초구
서울특별시 강북구 미아동,7**,단독,8m미만,100.53,213,202205,31,"62,750",1970,삼양로59가길,,중개거래,서울 강북구
서울특별시 강북구 미아동,7**,단독,8m미만,105.78,218,202205,21,"85,000",1974,삼양로38나길,,중개거래,서울 강북구
서울특별시 강북구 미아동,2**,단독,8m미만,417.63,327.3,202208,12,"220,000",1995,솔매로41길,20230131,중개거래,서울 강북구
서울특별시 강북구 미아동,2**,단독,8m미만,417.63,327.3,202208,12,"220,000",1995,솔매로41길,,중개거래,서울 강북구
서울특별시 강북구 번동,4**,다가구,8m미만,119.88,73.7,202207,4,"39,500",1996,한천로134길,,중개거래,서울 강북구
서울특별시 강북구 번동,4**,다가구,12m미만,241.56,76,202206,21,"56,700",1993,한천로124길,,중개거래,서울 강북구
서울특별시 강북구 번동,4**,다가구,8m미만,147.64,92.9,202301,17,"40,000",1993,한천로124가길,,중개거래,서울 강북구
서울특별시 강북구 번동,4**,다가구,8m미만,145.53,94.5,202302,6,"35,000",1993,도봉로96길,,직거래,-
서울특별시 강북구 번동,4**,다가구,8m미만,159.54,101.2,202303,3,"40,000",1993,한천로130길,,직거래,-
서울특별시 강북구 번동,4**,다가구,8m미만,149.24,102.1,202206,24,"42,000",1993,한천로130길,,중개거래,서울 강북구
서울특별시 강북구 번동,4**,단독,8m미만,63.6,91.2,202206,28,"53,000",1976,한천로118길,,중개거래,서울 강북구
서울특별시 강북구 번동,4**,단독,8m미만,149.8,96.2,202304,9,"45,100",1992,오패산로,,중개거래,서울 강북구
서울특별시 강북구 번동,4**,단독,8m미만,172.2,108.4,202304,26,"55,000",1993,덕릉로,,중개거래,서울 강북구
서울특별시 강북구 번동,4**,단독,8m미만,83.21,116.4,202302,23,"15,000",1976,덕릉로40나길,,직거래,-
서울특별시 강북구 번동,4**,단독,12m미만,190.81,183.8,202205,13,"154,500",1974,한천로129길,,중개거래,서울 강북구
서울특별시 강북구 수유동,5*,다가구,8m미만,111.87,69.8,202212,2,"27,000",1994,수유로12가길,,중개거래,서울 강북구
서울특별시 강북구 수유동,4**,다가구,8m미만,183.93,72,202303,22,"29,900",2007,인수봉로23길,,중개거래,서울 강북구
서울특별시 강북구 수유동,4**,다가구,8m미만,145.08,86,202207,19,"57,000",1993,삼양로73가길,,중개거래,서울 강북구
